episode_id,input_kind,family,dataset_id,horizon_months,coverage,corrected_mean_config,cost_scenario,policy,terminal_wealth,terminal_cash,terminal_units,total_fees,mean_guardrail_floor,theorem_scope
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,fixed-1-usd,corrected_guarded,3222.76246753246753246753246753246753246753246753246753246753,0,49.5809610389610389610389610389610389610389610389610389610389,5,1000,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,frictionless,dca,3225.98845598845598845598845598845598845598845598845598845599,0,49.6305916305916305916305916305916305916305916305916305916306,0,,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,frictionless,neutral_guarded,3306.02411873840445269016697588126159554730983302411873840445,208.773448773448773448773448773448773448773448773448773448771,47.6500103071531642960214388785817357245928674500103071531643,0,823.005880230880230880230880230880230880230880230880230880234,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,frictionless,corrected_guarded,3293.86225579106402473643546824656853432369682967029640505842,154.832837445310795328079526012968027542412972916177862039873,48.2927602822423573755131683420553924120197516423710545079777,0,815.775259177930730423989943140255171922740084165060220282272,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,proportional-10bps,dca,3222.76569029815783062536309289556042802796049549296302543055,0.000000000000000000000000000000000000000000000000000000001,49.5810106199716589326978937368547758158147768537378926989316,4.995004995004995004995004995004995004995004995004995004995,,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,proportional-10bps,neutral_guarded,3302.90380248937400959045443146392306028050505115625732553914,208.693069010475911609400840107538661075690821826147696423936,47.6032420535215091997085167900982215262279112204632250633108,4.78652041057894514324735180808437696196234683134250979378229,823.063906112396163723537568553611531532791012651731433369454,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,proportional-10bps,corrected_guarded,3290.70265387502552784114736221391643949049425552267476770279,154.764631343267032956453586564113438129204552506898097049492,48.24520034664243838284144270230466155940445696947348724082,4.84039497368304991712641999344244411775304240508801388906144,815.841872981337479827725982388099245991268197117659309032814,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,fixed-1-usd,dca,3222.76246753246753246753246753246753246753246753246753246753,0,49.5809610389610389610389610389610389610389610389610389610389,5,,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,fixed-1-usd,neutral_guarded,3302.74877179962894248608534322820037105751391465677179962893,208.628730158730158730158730158730158730158730158730158730151,47.6018467944753659039373325087610801896516182230467944753658,5,823.113700793650793650793650793650793650793650793650793650794,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,0.9,identity-a0-b0,fixed-1-usd,corrected_guarded,3290.59489235211708989860573317418282237993197860938316913693,154.725332435113296456015494872394186161434444332043890488932,48.2441470756462122068090805892582867110538082196513735176615,5,815.887608273451719508995331921740622031768812408191910786846,outside-current-safety-theorem
