slice_id,label,evidence_layer,analysis_tier,evidence_scope,coverage,comparison,comparison_role,cell_count,sample_count_minimum,sample_count_maximum,median_of_cell_medians,minimum_cell_median,maximum_cell_median,minimum_cell_downside_0.05,maximum_worst_observed_relative_shortfall,median_left_cash_drag,median_left_asset_exposure,median_left_guardrail_activation_frequency,median_left_guardrail_floor_per_deposit,median_left_purchase_count,mean_terminal_wealth_gap_per_contributed_capital,mean_cash_contribution_per_contributed_capital,mean_unit_contribution_per_contributed_capital,normalized_cash_unit_identity_residual,cost_scope,aggregation
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.25,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,-0.0434118994314023651435256383528159345830552420384376131847728,-0.157180528770477490064713527579264499573965244726710007861303,-0.0183161464433923613852701475356600813285020964711904655904351,-0.238526716415588680226322646456103186958101113964562123728974,0.273825858816137016013187660077394951199914134355076366994156,0.1243866078344809249568851762303720498876546101136882011473415,0.9061858200914601988206543147560746074798059207181012022320525,0.1319444444444444444444444444444444444444444444444444444444445,0.0316391971864416055186974425123776143802099054479102531402739,8,-1.5192286674338760265778193685604235970016043547318870643482087125,0.1641564708858984884051340045434299553264829300200425890641954791666666666666666666666666666666666667,-1.68338513831977451498295337310385355232808728475192965341240650,-2.308333333333333333333333333333333333333E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.5,corrected_guarded_vs_dca,complete-system performance,6,4,130,-0.0302844906385201081418541644079749858424398510057853898226168,-0.220839954243551167262530854444509061893505397289931515506932,-0.0130144293646792166380102599599870950954556389526333156164082,-0.237463758209373970583799129648160461989225032740652802363633,0.258745018826794647816305333420539978598074390384625786094401,0.192795264950335000697507671662440008263838805812763146727999,0.888935069204130961189359199046722175921468834800668931464787,0.297491039426523297491039426523297491039426523297491039426523,0.09401832353525583769396137135258280479202506442469582804388405,8,-2.112191393751592465720053470326853163214001413552358572642269383333333333333333333333333333333333333,0.1831321050575878370657060597987430146714140642107745713461347916666666666666666666666666666666666667,-2.29532349880918030278575953012559617788541547776313314398840375,4.25000000000000000000000000000000000000E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.5,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,-0.002193760720847778238653817863301792330947303317154589359768485,-0.0895419959797290106670065268365277444210442603262191948868535,0.000432996423121430088677481332707989551926493651954381425923558,-0.091652667780604171233020761325052026785555553784337518951569,0.0943770487954475143482884393569146810365206568924067391899862,0.192795264950335000697507671662440008263838805812763146727999,0.888935069204130961189359199046722175921468834800668931464787,0.297491039426523297491039426523297491039426523297491039426523,0.09401832353525583769396137135258280479202506442469582804388405,8,-0.7020232615328671628273601906686232102932392166870551193600340173333333333333333333333333333333333333,0.04773915614084910129698872984035975726939880476070055646456999333333333333333333333333333333333333333,-0.7497624176737162641243489205089829675626380214477556758246158108333333333333333333333333333333333333,-1.18001666666666666666666666666666666666667E-59,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.5,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,-0.0308750922942071839874709373248326527395285701548955397828026,-0.144215732279196629017938155717243127407047884710666090768298,-0.0128760967502271773842550761091264230000465460587752179887514,-0.181679609358314606794273984689462393449454220407058436049555,0.216990336375807669520834039658275360202673204720130781264626,0.1239982667222024506876412996771231885065128748310082344438375,0.907036516690981056214766119645001896030509664819421509299697,0.2884744623655913978494623655913978494623655913978494623655915,0.0930971187781742174699563775464094306426195763356493996851627,8,-1.410168132218725302892693279658229952920762196865303453282235066666666666666666666666666666666666667,0.1353929489167387357687173299583832574020152594500740148815645625,-1.545561081135464038661410609616613210322777456315377468163783291666666666666666666666666666666666667,1.6337500000000000000000000000000000000000E-59,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.6,corrected_guarded_vs_dca,complete-system performance,6,4,130,-0.0250159628141779677311988088054838647249189824228963084033302,-0.209062357068761259008679938974450895411031676929528089035096,-0.0104115434917433733104082079679896760763645111621066524931266,-0.214820356290867498792411012049641394256632073761164653969613,0.235056141732185299374320231379899915923362802224641960846134,0.191908747510609431416691940051802505323404161457965384003695,0.8903800882127669421713214820015077883785096340529915485489615,0.4036178315412186379928315412186379928315412186379928315412185,0.147343069446188946181723934777890067367246821853619373919507,8,-2.003395315775926490801774788433170155142474323331861158472314841666666666666666666666666666666666667,0.165448533221133617003364689191809529494762617768175893076298125,-2.168843848997060107805139477624979684637236941100037051548613791666666666666666666666666666666666667,-8.25000000000000000000000000000000000000E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.6,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,-0.00213018847662952807778621112384409897945794725098172858451066,-0.084656370357720210957989624459249324289645507955224152969953,0.000345677840699586779402037850297022370478980502041540031154401,-0.0892941827808580156630348017320530840329343136971184655609422,0.0899478797403584608942800847044996763080122875196685968130858,0.191908747510609431416691940051802505323404161457965384003695,0.8903800882127669421713214820015077883785096340529915485489615,0.4036178315412186379928315412186379928315412186379928315412185,0.147343069446188946181723934777890067367246821853619373919507,8,-0.6906401970014719124181530524769039235404381966665364885309997344166666666666666666666666666666666667,0.04689355258235039204491306157026425821080378167323760959252824041666666666666666666666666666666666667,-0.737533749583822304463066114047168181751241978339774098123529265,-1.2901666666666666666666666666666666666666E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.6,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,-0.02630501310091544233630044640232766607665028213786057001601825,-0.13380793028716703796206429450039630457510063818198158745772,-0.0103008774001817419074040608873011384000372368470201743910006,-0.159843874855830717368492720241580103606631056763617513337882,0.173592269100646135616667231726620288162138563776104625011702,0.123387022584014455217069059924600786340933076899806944237540,0.9078822404703483234409104394980611436037749996441787209474505,0.3893929211469534050179211469534050179211469534050179211469535,0.1450760381356935805358178110474040139322665054067301524833675,8,-1.312755118774454578383621735956266231602036126665324669941319375,0.1185549806387832249584516276215452712839588360949382834837684208333333333333333333333333333333333333,-1.431310099413237803342073363577811502885994962760262953425089375,-1.579166666666666666666666666666666666667E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.75,corrected_guarded_vs_dca,complete-system performance,6,4,130,-0.01907007729126726238094945701898221876014361338642724353470725,-0.17216519218540472081377273365635997984317131572011626629284,-0.0065072146823396083190051299799935475477278194763166578082053,-0.175801808286884288242176491932161796366596463935878117048721,0.187909803588702597292863557775072272329812873002210225530206,0.1366120333783165483451401856160925766614263835586879471246725,0.898482455330917909215800723364518088228354287142348964442894,0.731518817204301075268817204301075268817204301075268817204301,0.3120349192261540510068048942879505682805578985331072602279935,8,-1.6790193732714349469033283511096217673316785244201150066378348375,0.1348046002850764432351637544949468650154000918850017162769932083333333333333333333333333333333333333,-1.813823973556511390138492105604568632347078616305116722914825791666666666666666666666666666666666667,2.254166666666666666666666666666666666666E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.75,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,-0.00172140564281160341936937257843988818986212471083065936521123,-0.0708935508395664562545861373812101882464725070085031593440605,0.000215406351774402585817666488465733575865335001967454130108405,-0.074573841024174214768549969059612950070172852519268103406689,0.0748510595068467494170321971055725487360686336274891929812158,0.1366120333783165483451401856160925766614263835586879471246725,0.898482455330917909215800723364518088228354287142348964442894,0.731518817204301075268817204301075268817204301075268817204301,0.3120349192261540510068048942879505682805578985331072602279935,8,-0.593715524375421265692881019447218766703461229582781927274153606875,0.04396694037544769305556104004063288138935027218073223651413770458333333333333333333333333333333333333,-0.6376824647508689587484420594878516480928115017635141637882934229166666666666666666666666666666666667,-2.1114583333333333333333333333333333333334E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.75,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,-0.0191346292184449914646378886582269800340669705374404405698441,-0.111164292160395503727203909060878258701496151652256229055308,-0.00643804837511358869212753805456321150002327302938760899437685,-0.120784298210613182505389113811850506669744194149945493447686,0.128687407632623136877202738165742342676435680836858615980383,0.1179266042207474343167889983797783062106944619510368478261385,0.913556766663929801663580092211455554030397135173094018701981,0.691644265232974910394265232974910394265232974910394265232975,0.2985816615718945085709688466328966064010528158006959113225855,8,-1.085303848896013681210447331662403000628217294837333079363685433333333333333333333333333333333333333,0.0908376599096287501796027144543139836260498197042694797628550625,-1.176141508805642431390050046116716984254267114541602559126531125,9.370833333333333333333333333333333333333E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.8,corrected_guarded_vs_dca,complete-system performance,6,4,130,-0.0171512166858138244646055240832995879308292191202444447243235,-0.153074348357186622738102780974870792588690179394631980648227,-0.0052057717458716866552041039839948380381822555810533262465609,-0.154019305473704574508709591627839400065848062858311746496418,0.157727841054507548941817416496956149682071789522350010288812,0.113459125444476220905779232730903052182580274143515485227150,0.9127202757429064119511525118683060770349388509895862739788525,0.914146505376344086021505376344086021505376344086021505376344,0.420418893921354710544857233696645186814615860870380591535430,8,-1.477564703045612566537505772728780590987595765652061269271124783333333333333333333333333333333333333,0.119824277442267024043628150717601450667593843802060506082095875,-1.597388980487879590581133923446382041655189609454121775353210041666666666666666666666666666666666667,1.0616666666666666666666666666666666666666E-59,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.8,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,-0.001521838296245657352302806802616017645741423822686689799882516,-0.0606823124439834067601919593119137873101691162022640027710355,0.00017216049645749056183692350835933601893041350692686790900804,-0.0644069327629527831096348432741014921831762600961347825445005,0.0648723665194107088485763712912562414163816736433115936161051,0.113459125444476220905779232730903052182580274143515485227150,0.9127202757429064119511525118683060770349388509895862739788525,0.914146505376344086021505376344086021505376344086021505376344,0.420418893921354710544857233696645186814615860870380591535430,8,-0.5113387120958960452268554530332733909653654334048692292927391865416666666666666666666666666666666667,0.04076566474824940176164854715722745705072588920152201275157181166666666666666666666666666666666666667,-0.5521043768441454469885040001905008480160913226063912420443035204166666666666666666666666666666666667,7.4777916666666666666666666666666666666667E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.8,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,-0.0169801034254598500309363615006728214044987099165802474439731,-0.099182299010669472644993007371818994847874965561250248295801,-0.0051504387000908709537020304436505692000186184235100871954991,-0.103622403507930906707473393941421727861820875349380051135426,0.113530794215335566414171733050153127749082930225495520599102,0.102660060895302804207255305018759763052553500183802228211853,0.924057585975261723506016254535517770776404241292889011756521,0.853942652329749103942652329749103942652329749103942652329749,0.3944181628918383551166515390432135414067703736864486608506825,8,-0.9662259909497165213106503196955072000222303322471920399783856091666666666666666666666666666666666667,0.0790586126940176222819796035603739936168679546005384933305241125,-1.045284603643734143592629923255881193639098286847730533308911416666666666666666666666666666666666667,-1.6950000000000000000000000000000000000003E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.9,corrected_guarded_vs_dca,complete-system performance,6,4,130,-0.011941996457998832462226343026222455366553993306462869046828,-0.0894120386695048935048574937758458320786478488756163247511745,-0.00260288587293584332760205199199741901909112779052666312328164,-0.0912361726835817939852680735791166290349483038020342381161088,0.0914304236520384175335482294206459766017931277995892852269248,0.05673944673398041532024191686228562286572352472269119827565295,0.9547061635128292279042962143952072781025073487047690922781345,0.996527777777777777777777777777777777777777777777777777777778,0.700994782115550032614484147924755859964347732676113425894809,8,-0.8651583184823492463494865189796301930446966012658230681798026725,0.0795785215310633603004571369304579859228666805340258663121883125,-0.9447368400134126066499436559100881789675632817998489344919956875,-4.7025E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.9,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,-0.001237997291683372417908599191000297893783014621881166383704039,-0.0287576916998766171277871554213301498715290766578447295095312,0.000085920582380415614144216007330892792393330139777551198439149,-0.0306776286120975480600161367485637216876739239591211438216873,0.0309162205899848298177144233149878813587985854357460071902592,0.05673944673398041532024191686228562286572352472269119827565295,0.9547061635128292279042962143952072781025073487047690922781345,0.996527777777777777777777777777777777777777777777777777777778,0.700994782115550032614484147924755859964347732676113425894809,8,-0.255299198295688422322901010426129498487028571490921468200584592775,0.03273221790991879435810134865309839357260896598054783521833847958333333333333333333333333333333333333,-0.288031416205607216681002359079227892059637537471469303418928330,-5.2576416666666666666666666666666666666667E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.9,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,-0.01128976735283144961546779344209443052299693781797982796325645,-0.0623492819853351418298521456667289655593223940649700302924635,-0.00257521935004543547685101522182528460000930921175504359775074,-0.0626166385600965477955226744349892183073106785860902895674052,0.0667598221147468382059529240373044662288682772252075611766749,0.05142805565016513767714383860286651612117766780665521260979995,0.958977357302875673604641818430101282423813656038140691890502,0.9739583333333333333333333333333333333333333333333333333333335,0.6675119526025996462049937755971747119195293547061351706519375,8,-0.609859120186660824026585508553500694557668029774901599979218265,0.04684630362114456594235578827735959235025771455347803109384955416666666666666666666666666666666666667,-0.6567054238078053899689412968308602869079257443283796310730653125,2.5066666666666666666666666666666666666667E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.95,corrected_guarded_vs_dca,complete-system performance,6,4,130,-0.00740429613182470096320406787865752820511729427897246186500576,-0.0469144375270981022600815836807696641359611798759235535724584,-0.00130144293646792166380102599599870950954556389526333156163963,-0.0474365422562277108054390621682186547974410917598856965021221,0.0475267029111554662932374567208388108683599952196562269811353,0.03234812244810272784138653701843313844135215976231984558569495,0.9768187095994019026936551106915871040311730815839661737951285,1,0.8503034527529626751135832259492534709318873898272555651285815,8,-0.4551668701878689016599169171701251485060715115209076188915180691666666666666666666666666666666666667,0.05291910141338590752180949098822749642579958804021506933852856666666666666666666666666666666666666667,-0.5080859716012548091817264081583526449318710995611226882300622375,-1.56016666666666666666666666666666666666666E-59,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.95,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,-0.000685397209916226323091495034765805293172358714959373558168293,-0.0114599442522192580125180570947045585467349301344834494310454,0.0000429215880818706220397186776434162036102819550475594505549755,-0.0118244083203817758394622024977022692591375532355431364540494,0.0118465370136144868294315195373770620472603092799782531043358,0.03234812244810272784138653701843313844135215976231984558569495,0.9768187095994019026936551106915871040311730815839661737951285,1,0.8503034527529626751135832259492534709318873898272555651285815,8,-0.10476834543867816829635997564184297652872041727319824223972654040,0.0248878550237094719934461041881313523676708049213019085519523295,-0.1296562004623876402898060798299743288963912221945001507917040196666666666666666666666666666666666667,-2.51497666666666666666666666666666666666667E-59,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.95,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,-0.007103032511084797751897983198923125918472344206728480006451615,-0.0361695494755905621650037834223192170473451204163301078534992,-0.00128760967502271773842550761091264230000465460587752179887537,-0.0364066145647774110468031738874931829665332278468053613199514,0.036433934643434757211849641024441538892422197611495656074156,0.02571402782508256883857191930143325806058883390332760630489935,0.9792717051438969384501318439341600259968616056467359385527615,0.996527777777777777777777777777777777777777777777777777777778,0.8298119614425696545994157191677953353512151617604195074283865,8,-0.3503985247491907333635569415282821719773510942477093766517915095833333333333333333333333333333333333,0.02803124638967643552836338680009614405812878311891316078657639166666666666666666666666666666666666667,-0.3784297711388671688919203283283783160354798773666225374383584375,9.4637500000000000000000000000000000000000E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.99,corrected_guarded_vs_dca,complete-system performance,6,4,130,-0.001482607757201289629939310414496813603988134264042302366785935,-0.0094301932531719800691186612862341088168374048421314896260948,-0.000260288587293584332760205199199741901909112779052666312327927,-0.00951978613526244410093462638490806818367042336066041724056288,0.00953504166052331812845219398004929905828001005126639995882617,0.006563694542056383544131607765639644583420491461334507837020745,0.9953130951673467247581130110053976336298229990191423140753515,1,0.9700606905505925350227166451898506941863774779654511130257175,8,-0.09151191452495805592287318109500082837056194974257499076922947233333333333333333333333333333333333333,0.010200868042682915671469474487039762564104527976870291982577925,-0.1017127825676409715943426555820405909346664777194452827518152729166666666666666666666666666666666667,-7.87558333333333333333333333333333333333337E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.99,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,-0.0001159295857459496319339122559214856698733148405014146053382298,-0.00164937915267134184574249442283683352783780987779853216708711,0.00000857824013686135862187459896386412000243115670109263700099765,-0.00175254424817496346191476646585951432221335700764320391401171,0.00176889191513317059260198849402450645407852904072717032346219,0.006563694542056383544131607765639644583420491461334507837020745,0.9953130951673467247581130110053976336298229990191423140753515,1,0.9700606905505925350227166451898506941863774779654511130257175,8,-0.01587998551384757300758463592381804825414342443392123337197912709583333333333333333333333333333333333,0.001029469616709291041022885531729960611290302631980293977856055041666666666666666666666666666666666667,-0.016909455130556864048607521455548008865433727065901527349847881625,-1.269948750000000000000000000000000000000000E-59,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.99,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,-0.0014555229245108312896660926640569123075420745577670554466457975,-0.00779908757782229983385414992043700835184146300166506655555485,-0.000257521935004543547685101522182528460000930921175504359776022,-0.00789455280913009195717215698324402648074561065408682664180102,0.00790915274551953006711033484398288294025786479198933429128342,0.00579189026975220690461745843505678609058248116729833496525576,0.995728243069046572250057548898892487418187483654062887331395,1,0.965814265999863063274081719457829852825401061090929851255531,8,-0.07563192901111048291528854517118278011641852530865375739725034016666666666666666666666666666666666667,0.00917139842597362463044658895530980195281422534488999800472188125,-0.08480332743708410754573513412649258206923275065354375540196779791666666666666666666666666666666666667,4.42350000000000000000000000000000000000000E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,1,corrected_guarded_vs_dca,complete-system performance,6,4,130,0,0,0,0,0,0,1,1,1,8,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,1,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,0,0,0,0,0,0,1,1,1,8,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,1,neutral_guarded_vs_dca,safety-architecture behavior,6,4,130,0,0,0,0,0,0,1,1,1,8,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
